ASVID,Domain,Phylum,Class,Order,Family,Genus,Species
ASV_157,D_0__Bacteria,D_1__Actinobacteria,D_2__Acidimicrobiia,D_3__Microtrichales,D_4__Microtrichaceae,D_5__uncultured,NA
ASV_158,D_0__Bacteria,D_1__Actinobacteria,D_2__Acidimicrobiia,D_3__Microtrichales,D_4__uncultured,Ambiguous_taxa,Ambiguous_taxa
ASV_159,D_0__Bacteria,D_1__Actinobacteria,D_2__Acidimicrobiia,D_3__Microtrichales,D_4__uncultured,D_5__uncultured Acidimicrobidae bacterium,D_6__uncultured Acidimicrobidae bacterium
ASV_160,D_0__Bacteria,D_1__Actinobacteria,D_2__Acidimicrobiia,D_3__Microtrichales,D_4__uncultured,D_5__uncultured actinobacterium,D_6__uncultured actinobacterium
ASV_161,D_0__Bacteria,D_1__Actinobacteria,D_2__Acidimicrobiia,D_3__Microtrichales,D_4__uncultured,D_5__uncultured bacterium,D_6__uncultured bacterium
ASV_162,D_0__Bacteria,D_1__Actinobacteria,D_2__Acidimicrobiia,D_3__Microtrichales,D_4__uncultured,NA,NA
ASV_163,D_0__Bacteria,D_1__Actinobacteria,D_2__Acidimicrobiia,D_3__Microtrichales,NA,NA,NA
ASV_164,D_0__Bacteria,D_1__Actinobacteria,D_2__Acidimicrobiia,D_3__uncultured,Ambiguous_taxa,Ambiguous_taxa,Ambiguous_taxa
ASV_165,D_0__Bacteria,D_1__Actinobacteria,D_2__Acidimicrobiia,D_3__uncultured,D_4__metagenome,D_5__metagenome,D_6__metagenome
ASV_166,D_0__Bacteria,D_1__Actinobacteria,D_2__Acidimicrobiia,D_3__uncultured,D_4__uncultured Acidimicrobidae bacterium,D_5__uncultured Acidimicrobidae bacterium,D_6__uncultured Acidimicrobidae bacterium
ASV_167,D_0__Bacteria,D_1__Actinobacteria,D_2__Acidimicrobiia,D_3__uncultured,D_4__uncultured bacterium,D_5__uncultured bacterium,D_6__uncultured bacterium
ASV_168,D_0__Bacteria,D_1__Actinobacteria,D_2__Acidimicrobiia,D_3__uncultured,NA,NA,NA
ASV_169,D_0__Bacteria,D_1__Actinobacteria,D_2__Acidimicrobiia,NA,NA,NA,NA
ASV_170,D_0__Bacteria,D_1__Actinobacteria,D_2__Actinobacteria,D_3__Actinomycetales,D_4__Actinomycetaceae,D_5__Actinomyces,NA
ASV_171,D_0__Bacteria,D_1__Actinobacteria,D_2__Actinobacteria,D_3__Corynebacteriales,D_4__Corynebacteriaceae,D_5__Corynebacterium 1,NA
ASV_172,D_0__Bacteria,D_1__Actinobacteria,D_2__Actinobacteria,D_3__Corynebacteriales,D_4__Corynebacteriaceae,NA,NA
ASV_173,D_0__Bacteria,D_1__Actinobacteria,D_2__Actinobacteria,D_3__Corynebacteriales,D_4__Corynebacteriales Incertae Sedis,D_5__Tomitella,NA
ASV_174,D_0__Bacteria,D_1__Actinobacteria,D_2__Actinobacteria,D_3__Corynebacteriales,D_4__Mycobacteriaceae,D_5__Mycobacterium,NA
ASV_175,D_0__Bacteria,D_1__Actinobacteria,D_2__Actinobacteria,D_3__Corynebacteriales,D_4__Nocardiaceae,D_5__Nocardia,NA
ASV_176,D_0__Bacteria,D_1__Actinobacteria,D_2__Actinobacteria,D_3__Corynebacteriales,D_4__Nocardiaceae,D_5__Rhodococcus,D_6__Rhodococcus sp.
ASV_177,D_0__Bacteria,D_1__Actinobacteria,D_2__Actinobacteria,D_3__Corynebacteriales,D_4__Nocardiaceae,D_5__Rhodococcus,D_6__Rhodococcus sp. Ellin170
ASV_178,D_0__Bacteria,D_1__Actinobacteria,D_2__Actinobacteria,D_3__Corynebacteriales,D_4__Nocardiaceae,D_5__Rhodococcus,NA
ASV_179,D_0__Bacteria,D_1__Actinobacteria,D_2__Actinobacteria,D_3__Corynebacteriales,D_4__Nocardiaceae,D_5__Smaragdicoccus,NA
ASV_180,D_0__Bacteria,D_1__Actinobacteria,D_2__Actinobacteria,D_3__Corynebacteriales,D_4__Nocardiaceae,D_5__Williamsia,Ambiguous_taxa
ASV_181,D_0__Bacteria,D_1__Actinobacteria,D_2__Actinobacteria,D_3__Corynebacteriales,D_4__Nocardiaceae,D_5__Williamsia,NA
ASV_182,D_0__Bacteria,D_1__Actinobacteria,D_2__Actinobacteria,D_3__Corynebacteriales,D_4__Nocardiaceae,NA,NA
ASV_183,D_0__Bacteria,D_1__Actinobacteria,D_2__Actinobacteria,D_3__Corynebacteriales,NA,NA,NA
ASV_184,D_0__Bacteria,D_1__Actinobacteria,D_2__Actinobacteria,D_3__Frankiales,D_4__Acidothermaceae,D_5__Acidothermus,D_6__uncultured Thermomonosporaceae bacterium
ASV_185,D_0__Bacteria,D_1__Actinobacteria,D_2__Actinobacteria,D_3__Frankiales,D_4__Acidothermaceae,D_5__Acidothermus,D_6__uncultured bacterium
ASV_186,D_0__Bacteria,D_1__Actinobacteria,D_2__Actinobacteria,D_3__Frankiales,D_4__Acidothermaceae,D_5__Acidothermus,D_6__uncultured soil bacterium
ASV_187,D_0__Bacteria,D_1__Actinobacteria,D_2__Actinobacteria,D_3__Frankiales,D_4__Acidothermaceae,D_5__Acidothermus,NA
ASV_188,D_0__Bacteria,D_1__Actinobacteria,D_2__Actinobacteria,D_3__Frankiales,D_4__Cryptosporangiaceae,D_5__Fodinicola,D_6__bacterium
ASV_189,D_0__Bacteria,D_1__Actinobacteria,D_2__Actinobacteria,D_3__Frankiales,D_4__Cryptosporangiaceae,D_5__Fodinicola,D_6__metagenome
ASV_190,D_0__Bacteria,D_1__Actinobacteria,D_2__Actinobacteria,D_3__Frankiales,D_4__Cryptosporangiaceae,D_5__Fodinicola,D_6__uncultured bacterium
ASV_191,D_0__Bacteria,D_1__Actinobacteria,D_2__Actinobacteria,D_3__Frankiales,D_4__Cryptosporangiaceae,D_5__Fodinicola,NA
ASV_192,D_0__Bacteria,D_1__Actinobacteria,D_2__Actinobacteria,D_3__Frankiales,D_4__Frankiaceae,D_5__Jatrophihabitans,Ambiguous_taxa
ASV_193,D_0__Bacteria,D_1__Actinobacteria,D_2__Actinobacteria,D_3__Frankiales,D_4__Frankiaceae,D_5__Jatrophihabitans,NA
ASV_194,D_0__Bacteria,D_1__Actinobacteria,D_2__Actinobacteria,D_3__Frankiales,D_4__Geodermatophilaceae,D_5__Blastococcus,NA
ASV_195,D_0__Bacteria,D_1__Actinobacteria,D_2__Actinobacteria,D_3__Frankiales,D_4__Geodermatophilaceae,D_5__Modestobacter,NA
ASV_196,D_0__Bacteria,D_1__Actinobacteria,D_2__Actinobacteria,D_3__Frankiales,D_4__Nakamurellaceae,D_5__Nakamurella,Ambiguous_taxa
ASV_197,D_0__Bacteria,D_1__Actinobacteria,D_2__Actinobacteria,D_3__Frankiales,D_4__Nakamurellaceae,D_5__Nakamurella,D_6__Sanguibacter sp. 804B5_12ECASO
ASV_198,D_0__Bacteria,D_1__Actinobacteria,D_2__Actinobacteria,D_3__Frankiales,D_4__Nakamurellaceae,D_5__Nakamurella,D_6__uncultured organism
ASV_199,D_0__Bacteria,D_1__Actinobacteria,D_2__Actinobacteria,D_3__Frankiales,D_4__Nakamurellaceae,D_5__Nakamurella,NA
ASV_200,D_0__Bacteria,D_1__Actinobacteria,D_2__Actinobacteria,D_3__Frankiales,D_4__Sporichthyaceae,D_5__uncultured,D_6__uncultured bacterium
ASV_201,D_0__Bacteria,D_1__Actinobacteria,D_2__Actinobacteria,D_3__Frankiales,D_4__Sporichthyaceae,D_5__uncultured,NA
ASV_202,D_0__Bacteria,D_1__Actinobacteria,D_2__Actinobacteria,D_3__Frankiales,D_4__Sporichthyaceae,NA,NA
ASV_203,D_0__Bacteria,D_1__Actinobacteria,D_2__Actinobacteria,D_3__Frankiales,D_4__uncultured,NA,NA
ASV_204,D_0__Bacteria,D_1__Actinobacteria,D_2__Actinobacteria,D_3__Frankiales,NA,NA,NA
ASV_205,D_0__Bacteria,D_1__Actinobacteria,D_2__Actinobacteria,D_3__Glycomycetales,D_4__Glycomycetaceae,D_5__Glycomyces,NA
ASV_206,D_0__Bacteria,D_1__Actinobacteria,D_2__Actinobacteria,D_3__Kineosporiales,D_4__Kineosporiaceae,D_5__Kineosporia,NA
ASV_207,D_0__Bacteria,D_1__Actinobacteria,D_2__Actinobacteria,D_3__Kineosporiales,D_4__Kineosporiaceae,NA,NA
ASV_208,D_0__Bacteria,D_1__Actinobacteria,D_2__Actinobacteria,D_3__Micrococcales,D_4__Demequinaceae,D_5__Demequina,D_6__uncultured bacterium
ASV_209,D_0__Bacteria,D_1__Actinobacteria,D_2__Actinobacteria,D_3__Micrococcales,D_4__Demequinaceae,D_5__Demequina,NA
ASV_210,D_0__Bacteria,D_1__Actinobacteria,D_2__Actinobacteria,D_3__Micrococcales,D_4__Intrasporangiaceae,D_5__Lapillicoccus,NA
ASV_211,D_0__Bacteria,D_1__Actinobacteria,D_2__Actinobacteria,D_3__Micrococcales,D_4__Intrasporangiaceae,D_5__Terrabacter,NA
ASV_212,D_0__Bacteria,D_1__Actinobacteria,D_2__Actinobacteria,D_3__Micrococcales,D_4__Intrasporangiaceae,NA,NA
ASV_213,D_0__Bacteria,D_1__Actinobacteria,D_2__Actinobacteria,D_3__Micrococcales,D_4__Microbacteriaceae,D_5__Agromyces,NA
ASV_214,D_0__Bacteria,D_1__Actinobacteria,D_2__Actinobacteria,D_3__Micrococcales,D_4__Microbacteriaceae,D_5__Frondihabitans,Ambiguous_taxa
ASV_215,D_0__Bacteria,D_1__Actinobacteria,D_2__Actinobacteria,D_3__Micrococcales,D_4__Microbacteriaceae,D_5__Leucobacter,NA
ASV_216,D_0__Bacteria,D_1__Actinobacteria,D_2__Actinobacteria,D_3__Micrococcales,D_4__Microbacteriaceae,D_5__Microbacterium,NA
ASV_217,D_0__Bacteria,D_1__Actinobacteria,D_2__Actinobacteria,D_3__Micrococcales,D_4__Microbacteriaceae,D_5__Rathayibacter,Ambiguous_taxa
ASV_218,D_0__Bacteria,D_1__Actinobacteria,D_2__Actinobacteria,D_3__Micrococcales,D_4__Microbacteriaceae,NA,NA
ASV_219,D_0__Bacteria,D_1__Actinobacteria,D_2__Actinobacteria,D_3__Micrococcales,D_4__Micrococcaceae,D_5__Arthrobacter,NA
ASV_220,D_0__Bacteria,D_1__Actinobacteria,D_2__Actinobacteria,D_3__Micrococcales,D_4__Micrococcaceae,NA,NA
ASV_221,D_0__Bacteria,D_1__Actinobacteria,D_2__Actinobacteria,D_3__Micrococcales,NA,NA,NA
ASV_222,D_0__Bacteria,D_1__Actinobacteria,D_2__Actinobacteria,D_3__Micromonosporales,D_4__Micromonosporaceae,D_5__Dactylosporangium,NA
ASV_223,D_0__Bacteria,D_1__Actinobacteria,D_2__Actinobacteria,D_3__Micromonosporales,D_4__Micromonosporaceae,D_5__Luedemannella,D_6__uncultured bacterium
ASV_224,D_0__Bacteria,D_1__Actinobacteria,D_2__Actinobacteria,D_3__Micromonosporales,D_4__Micromonosporaceae,D_5__Micromonospora,NA
ASV_225,D_0__Bacteria,D_1__Actinobacteria,D_2__Actinobacteria,D_3__Micromonosporales,D_4__Micromonosporaceae,D_5__Planosporangium,D_6__uncultured bacterium
ASV_226,D_0__Bacteria,D_1__Actinobacteria,D_2__Actinobacteria,D_3__Micromonosporales,D_4__Micromonosporaceae,NA,NA
ASV_227,D_0__Bacteria,D_1__Actinobacteria,D_2__Actinobacteria,D_3__PeM15,D_4__uncultured bacterium,D_5__uncultured bacterium,D_6__uncultured bacterium
ASV_228,D_0__Bacteria,D_1__Actinobacteria,D_2__Actinobacteria,D_3__PeM15,NA,NA,NA
ASV_229,D_0__Bacteria,D_1__Actinobacteria,D_2__Actinobacteria,D_3__Propionibacteriales,D_4__Nocardioidaceae,D_5__Aeromicrobium,NA
ASV_230,D_0__Bacteria,D_1__Actinobacteria,D_2__Actinobacteria,D_3__Propionibacteriales,D_4__Nocardioidaceae,D_5__Kribbella,NA
ASV_231,D_0__Bacteria,D_1__Actinobacteria,D_2__Actinobacteria,D_3__Propionibacteriales,D_4__Nocardioidaceae,D_5__Marmoricola,Ambiguous_taxa
ASV_232,D_0__Bacteria,D_1__Actinobacteria,D_2__Actinobacteria,D_3__Propionibacteriales,D_4__Nocardioidaceae,D_5__Marmoricola,NA
ASV_233,D_0__Bacteria,D_1__Actinobacteria,D_2__Actinobacteria,D_3__Propionibacteriales,D_4__Nocardioidaceae,D_5__Nocardioides,D_6__Nocardioides antarcticus
ASV_234,D_0__Bacteria,D_1__Actinobacteria,D_2__Actinobacteria,D_3__Propionibacteriales,D_4__Nocardioidaceae,D_5__Nocardioides,D_6__Nocardioides sp.
ASV_235,D_0__Bacteria,D_1__Actinobacteria,D_2__Actinobacteria,D_3__Propionibacteriales,D_4__Nocardioidaceae,D_5__Nocardioides,D_6__Nocardioides sp. MSL 24
ASV_236,D_0__Bacteria,D_1__Actinobacteria,D_2__Actinobacteria,D_3__Propionibacteriales,D_4__Nocardioidaceae,D_5__Nocardioides,D_6__metagenome
ASV_237,D_0__Bacteria,D_1__Actinobacteria,D_2__Actinobacteria,D_3__Propionibacteriales,D_4__Nocardioidaceae,D_5__Nocardioides,NA
ASV_238,D_0__Bacteria,D_1__Actinobacteria,D_2__Actinobacteria,D_3__Propionibacteriales,D_4__Nocardioidaceae,NA,NA
ASV_239,D_0__Bacteria,D_1__Actinobacteria,D_2__Actinobacteria,D_3__Propionibacteriales,D_4__Propionibacteriaceae,D_5__Cutibacterium,NA
ASV_240,D_0__Bacteria,D_1__Actinobacteria,D_2__Actinobacteria,D_3__Propionibacteriales,D_4__Propionibacteriaceae,D_5__Friedmanniella,Ambiguous_taxa
ASV_241,D_0__Bacteria,D_1__Actinobacteria,D_2__Actinobacteria,D_3__Propionibacteriales,D_4__Propionibacteriaceae,D_5__Friedmanniella,D_6__uncultured bacterium
ASV_242,D_0__Bacteria,D_1__Actinobacteria,D_2__Actinobacteria,D_3__Propionibacteriales,D_4__Propionibacteriaceae,D_5__Microlunatus,NA
ASV_243,D_0__Bacteria,D_1__Actinobacteria,D_2__Actinobacteria,D_3__Propionibacteriales,D_4__Propionibacteriaceae,D_5__Micropruina,Ambiguous_taxa
ASV_244,D_0__Bacteria,D_1__Actinobacteria,D_2__Actinobacteria,D_3__Propionibacteriales,D_4__Propionibacteriaceae,D_5__Micropruina,NA
ASV_245,D_0__Bacteria,D_1__Actinobacteria,D_2__Actinobacteria,D_3__Propionibacteriales,D_4__Propionibacteriaceae,D_5__uncultured,D_6__metagenome
ASV_246,D_0__Bacteria,D_1__Actinobacteria,D_2__Actinobacteria,D_3__Propionibacteriales,D_4__Propionibacteriaceae,D_5__uncultured,D_6__uncultured Actinomycetales bacterium
ASV_247,D_0__Bacteria,D_1__Actinobacteria,D_2__Actinobacteria,D_3__Propionibacteriales,D_4__Propionibacteriaceae,D_5__uncultured,NA
ASV_248,D_0__Bacteria,D_1__Actinobacteria,D_2__Actinobacteria,D_3__Propionibacteriales,D_4__Propionibacteriaceae,NA,NA
ASV_249,D_0__Bacteria,D_1__Actinobacteria,D_2__Actinobacteria,D_3__Pseudonocardiales,D_4__Pseudonocardiaceae,D_5__Actinomycetospora,Ambiguous_taxa
ASV_250,D_0__Bacteria,D_1__Actinobacteria,D_2__Actinobacteria,D_3__Pseudonocardiales,D_4__Pseudonocardiaceae,D_5__Actinomycetospora,NA
ASV_251,D_0__Bacteria,D_1__Actinobacteria,D_2__Actinobacteria,D_3__Pseudonocardiales,D_4__Pseudonocardiaceae,D_5__Actinophytocola,NA
ASV_252,D_0__Bacteria,D_1__Actinobacteria,D_2__Actinobacteria,D_3__Pseudonocardiales,D_4__Pseudonocardiaceae,D_5__Allokutzneria,NA
ASV_253,D_0__Bacteria,D_1__Actinobacteria,D_2__Actinobacteria,D_3__Pseudonocardiales,D_4__Pseudonocardiaceae,D_5__Amycolatopsis,NA
ASV_254,D_0__Bacteria,D_1__Actinobacteria,D_2__Actinobacteria,D_3__Pseudonocardiales,D_4__Pseudonocardiaceae,D_5__Pseudonocardia,D_6__uncultured Pseudonocardiaceae bacterium
ASV_255,D_0__Bacteria,D_1__Actinobacteria,D_2__Actinobacteria,D_3__Pseudonocardiales,D_4__Pseudonocardiaceae,D_5__Pseudonocardia,D_6__uncultured actinobacterium
ASV_256,D_0__Bacteria,D_1__Actinobacteria,D_2__Actinobacteria,D_3__Pseudonocardiales,D_4__Pseudonocardiaceae,D_5__Pseudonocardia,D_6__uncultured bacterium
ASV_257,D_0__Bacteria,D_1__Actinobacteria,D_2__Actinobacteria,D_3__Pseudonocardiales,D_4__Pseudonocardiaceae,D_5__Pseudonocardia,NA
ASV_258,D_0__Bacteria,D_1__Actinobacteria,D_2__Actinobacteria,D_3__Streptomycetales,D_4__Streptomycetaceae,D_5__Streptomyces,NA
ASV_259,D_0__Bacteria,D_1__Actinobacteria,D_2__Actinobacteria,D_3__Streptomycetales,D_4__Streptomycetaceae,NA,NA
ASV_260,D_0__Bacteria,D_1__Actinobacteria,D_2__Actinobacteria,D_3__Streptosporangiales,D_4__Streptosporangiaceae,D_5__Streptosporangium,NA
ASV_261,D_0__Bacteria,D_1__Actinobacteria,D_2__Actinobacteria,D_3__Streptosporangiales,D_4__Streptosporangiaceae,NA,NA
ASV_262,D_0__Bacteria,D_1__Actinobacteria,D_2__Actinobacteria,D_3__Streptosporangiales,D_4__Thermomonosporaceae,D_5__Actinoallomurus,NA
ASV_263,D_0__Bacteria,D_1__Actinobacteria,D_2__Actinobacteria,D_3__Streptosporangiales,D_4__Thermomonosporaceae,D_5__Actinocorallia,D_6__metagenome
ASV_264,D_0__Bacteria,D_1__Actinobacteria,D_2__Actinobacteria,D_3__Streptosporangiales,D_4__Thermomonosporaceae,D_5__Actinocorallia,NA
ASV_265,D_0__Bacteria,D_1__Actinobacteria,D_2__Actinobacteria,D_3__Streptosporangiales,D_4__Thermomonosporaceae,D_5__Actinomadura,D_6__metagenome
ASV_266,D_0__Bacteria,D_1__Actinobacteria,D_2__Actinobacteria,NA,NA,NA,NA
ASV_267,D_0__Bacteria,D_1__Actinobacteria,D_2__Coriobacteriia,D_3__Coriobacteriales,D_4__Atopobiaceae,D_5__Atopobium,Ambiguous_taxa
ASV_268,D_0__Bacteria,D_1__Actinobacteria,D_2__Coriobacteriia,D_3__Coriobacteriales,D_4__Atopobiaceae,D_5__Olsenella,NA
ASV_269,D_0__Bacteria,D_1__Actinobacteria,D_2__Coriobacteriia,D_3__Coriobacteriales,D_4__Atopobiaceae,NA,NA
ASV_270,D_0__Bacteria,D_1__Actinobacteria,D_2__Coriobacteriia,D_3__Coriobacteriales,D_4__Coriobacteriales Incertae Sedis,D_5__Raoultibacter,D_6__metagenome
ASV_271,D_0__Bacteria,D_1__Actinobacteria,D_2__Coriobacteriia,D_3__Coriobacteriales,D_4__Eggerthellaceae,D_5__DNF00809,D_6__uncultured bacterium
ASV_272,D_0__Bacteria,D_1__Actinobacteria,D_2__Coriobacteriia,D_3__OPB41,D_4__uncultured Coriobacteriaceae bacterium,D_5__uncultured Coriobacteriaceae bacterium,D_6__uncultured Coriobacteriaceae bacterium
ASV_273,D_0__Bacteria,D_1__Actinobacteria,D_2__Coriobacteriia,D_3__OPB41,D_4__uncultured soil bacterium,D_5__uncultured soil bacterium,D_6__uncultured soil bacterium
ASV_274,D_0__Bacteria,D_1__Actinobacteria,D_2__Coriobacteriia,D_3__OPB41,NA,NA,NA
ASV_275,D_0__Bacteria,D_1__Actinobacteria,D_2__FFCH16263,D_3__uncultured bacterium,D_4__uncultured bacterium,D_5__uncultured bacterium,D_6__uncultured bacterium
ASV_276,D_0__Bacteria,D_1__Actinobacteria,D_2__MB-A2-108,Ambiguous_taxa,Ambiguous_taxa,Ambiguous_taxa,Ambiguous_taxa
ASV_277,D_0__Bacteria,D_1__Actinobacteria,D_2__MB-A2-108,D_3__metagenome,D_4__metagenome,D_5__metagenome,D_6__metagenome
ASV_278,D_0__Bacteria,D_1__Actinobacteria,D_2__MB-A2-108,D_3__uncultured Catenulispora sp.,D_4__uncultured Catenulispora sp.,D_5__uncultured Catenulispora sp.,D_6__uncultured Catenulispora sp.
ASV_279,D_0__Bacteria,D_1__Actinobacteria,D_2__MB-A2-108,D_3__uncultured Kineosporiaceae bacterium,D_4__uncultured Kineosporiaceae bacterium,D_5__uncultured Kineosporiaceae bacterium,D_6__uncultured Kineosporiaceae bacterium
ASV_280,D_0__Bacteria,D_1__Actinobacteria,D_2__MB-A2-108,D_3__uncultured Micromonospora sp.,D_4__uncultured Micromonospora sp.,D_5__uncultured Micromonospora sp.,D_6__uncultured Micromonospora sp.
ASV_281,D_0__Bacteria,D_1__Actinobacteria,D_2__MB-A2-108,D_3__uncultured actinobacterium,D_4__uncultured actinobacterium,D_5__uncultured actinobacterium,D_6__uncultured actinobacterium
ASV_282,D_0__Bacteria,D_1__Actinobacteria,D_2__MB-A2-108,D_3__uncultured bacterium,D_4__uncultured bacterium,D_5__uncultured bacterium,D_6__uncultured bacterium
ASV_283,D_0__Bacteria,D_1__Actinobacteria,D_2__MB-A2-108,NA,NA,NA,NA
ASV_284,D_0__Bacteria,D_1__Actinobacteria,D_2__Rubrobacteria,D_3__Rubrobacterales,D_4__Rubrobacteriaceae,D_5__Rubrobacter,D_6__Rubrobacter sp. C05_TP_Z26_S14
ASV_285,D_0__Bacteria,D_1__Actinobacteria,D_2__Thermoleophilia,D_3__Gaiellales,D_4__Gaiellaceae,D_5__Gaiella,NA
ASV_286,D_0__Bacteria,D_1__Actinobacteria,D_2__Thermoleophilia,D_3__Gaiellales,D_4__uncultured,D_5__Gaiella sp. EBR4-RS1,D_6__Gaiella sp. EBR4-RS1
ASV_287,D_0__Bacteria,D_1__Actinobacteria,D_2__Thermoleophilia,D_3__Gaiellales,D_4__uncultured,D_5__bacterium Ellin6515,D_6__bacterium Ellin6515
ASV_288,D_0__Bacteria,D_1__Actinobacteria,D_2__Thermoleophilia,D_3__Gaiellales,D_4__uncultured,D_5__bacterium Ellin6517,D_6__bacterium Ellin6517
ASV_289,D_0__Bacteria,D_1__Actinobacteria,D_2__Thermoleophilia,D_3__Gaiellales,D_4__uncultured,D_5__metagenome,D_6__metagenome
ASV_290,D_0__Bacteria,D_1__Actinobacteria,D_2__Thermoleophilia,D_3__Gaiellales,D_4__uncultured,D_5__uncultured Rubrobacterales bacterium,D_6__uncultured Rubrobacterales bacterium
ASV_291,D_0__Bacteria,D_1__Actinobacteria,D_2__Thermoleophilia,D_3__Gaiellales,D_4__uncultured,D_5__uncultured actinobacterium,D_6__uncultured actinobacterium
ASV_292,D_0__Bacteria,D_1__Actinobacteria,D_2__Thermoleophilia,D_3__Gaiellales,D_4__uncultured,D_5__uncultured soil bacterium,D_6__uncultured soil bacterium
ASV_293,D_0__Bacteria,D_1__Actinobacteria,D_2__Thermoleophilia,D_3__Gaiellales,D_4__uncultured,NA,NA
ASV_294,D_0__Bacteria,D_1__Actinobacteria,D_2__Thermoleophilia,D_3__Gaiellales,NA,NA,NA
ASV_295,D_0__Bacteria,D_1__Actinobacteria,D_2__Thermoleophilia,D_3__Solirubrobacterales,D_4__67-14,Ambiguous_taxa,Ambiguous_taxa
ASV_296,D_0__Bacteria,D_1__Actinobacteria,D_2__Thermoleophilia,D_3__Solirubrobacterales,D_4__67-14,D_5__metagenome,D_6__metagenome
ASV_297,D_0__Bacteria,D_1__Actinobacteria,D_2__Thermoleophilia,D_3__Solirubrobacterales,D_4__67-14,D_5__uncultured Conexibacteraceae bacterium,D_6__uncultured Conexibacteraceae bacterium
ASV_298,D_0__Bacteria,D_1__Actinobacteria,D_2__Thermoleophilia,D_3__Solirubrobacterales,D_4__67-14,D_5__uncultured Rubrobacteria bacterium,D_6__uncultured Rubrobacteria bacterium
ASV_299,D_0__Bacteria,D_1__Actinobacteria,D_2__Thermoleophilia,D_3__Solirubrobacterales,D_4__67-14,D_5__uncultured bacterium,D_6__uncultured bacterium
ASV_300,D_0__Bacteria,D_1__Actinobacteria,D_2__Thermoleophilia,D_3__Solirubrobacterales,D_4__67-14,D_5__uncultured soil bacterium,D_6__uncultured soil bacterium
ASV_301,D_0__Bacteria,D_1__Actinobacteria,D_2__Thermoleophilia,D_3__Solirubrobacterales,D_4__67-14,NA,NA
ASV_302,D_0__Bacteria,D_1__Actinobacteria,D_2__Thermoleophilia,D_3__Solirubrobacterales,D_4__Solirubrobacteraceae,D_5__Conexibacter,D_6__Conexibacter sp.
ASV_303,D_0__Bacteria,D_1__Actinobacteria,D_2__Thermoleophilia,D_3__Solirubrobacterales,D_4__Solirubrobacteraceae,D_5__Conexibacter,D_6__Solirubrobacterales bacterium
ASV_304,D_0__Bacteria,D_1__Actinobacteria,D_2__Thermoleophilia,D_3__Solirubrobacterales,D_4__Solirubrobacteraceae,D_5__Conexibacter,D_6__metagenome
ASV_305,D_0__Bacteria,D_1__Actinobacteria,D_2__Thermoleophilia,D_3__Solirubrobacterales,D_4__Solirubrobacteraceae,D_5__Conexibacter,D_6__uncultured Conexibacteraceae bacterium
ASV_306,D_0__Bacteria,D_1__Actinobacteria,D_2__Thermoleophilia,D_3__Solirubrobacterales,D_4__Solirubrobacteraceae,D_5__Conexibacter,D_6__uncultured actinobacterium
ASV_307,D_0__Bacteria,D_1__Actinobacteria,D_2__Thermoleophilia,D_3__Solirubrobacterales,D_4__Solirubrobacteraceae,D_5__Conexibacter,D_6__uncultured organism
ASV_308,D_0__Bacteria,D_1__Actinobacteria,D_2__Thermoleophilia,D_3__Solirubrobacterales,D_4__Solirubrobacteraceae,D_5__Conexibacter,NA
ASV_309,D_0__Bacteria,D_1__Actinobacteria,D_2__Thermoleophilia,D_3__Solirubrobacterales,D_4__Solirubrobacteraceae,D_5__Patulibacter,Ambiguous_taxa
ASV_310,D_0__Bacteria,D_1__Actinobacteria,D_2__Thermoleophilia,D_3__Solirubrobacterales,D_4__Solirubrobacteraceae,D_5__Solirubrobacter,Ambiguous_taxa
ASV_311,D_0__Bacteria,D_1__Actinobacteria,D_2__Thermoleophilia,D_3__Solirubrobacterales,D_4__Solirubrobacteraceae,D_5__Solirubrobacter,D_6__metagenome
ASV_312,D_0__Bacteria,D_1__Actinobacteria,D_2__Thermoleophilia,D_3__Solirubrobacterales,D_4__Solirubrobacteraceae,D_5__Solirubrobacter,D_6__uncultured Solirubrobacter sp.
ASV_313,D_0__Bacteria,D_1__Actinobacteria,D_2__Thermoleophilia,D_3__Solirubrobacterales,D_4__Solirubrobacteraceae,D_5__Solirubrobacter,D_6__uncultured bacterium
ASV_314,D_0__Bacteria,D_1__Actinobacteria,D_2__Thermoleophilia,D_3__Solirubrobacterales,D_4__Solirubrobacteraceae,D_5__Solirubrobacter,NA
ASV_315,D_0__Bacteria,D_1__Actinobacteria,D_2__Thermoleophilia,D_3__Solirubrobacterales,D_4__Solirubrobacteraceae,D_5__uncultured,Ambiguous_taxa
ASV_316,D_0__Bacteria,D_1__Actinobacteria,D_2__Thermoleophilia,D_3__Solirubrobacterales,D_4__Solirubrobacteraceae,D_5__uncultured,D_6__uncultured Actinomycetales bacterium
ASV_317,D_0__Bacteria,D_1__Actinobacteria,D_2__Thermoleophilia,D_3__Solirubrobacterales,D_4__Solirubrobacteraceae,D_5__uncultured,NA
ASV_318,D_0__Bacteria,D_1__Actinobacteria,D_2__Thermoleophilia,D_3__Solirubrobacterales,D_4__Solirubrobacteraceae,NA,NA
ASV_319,D_0__Bacteria,D_1__Actinobacteria,D_2__Thermoleophilia,D_3__Solirubrobacterales,NA,NA,NA
ASV_320,D_0__Bacteria,D_1__Actinobacteria,D_2__Thermoleophilia,D_3__uncultured,D_4__uncultured bacterium,D_5__uncultured bacterium,D_6__uncultured bacterium
